000001110100	456	116
000001110101	458	117
000001110110	460	118
000001110111	462	119
000001111000	78	120
000001111001	334	121
000001111010	468	122
000001111011	470	123
000001111100	472	124
000001111101	474	125
000001111110	476	126
000001111111	478	127
000010000000	0	128
000010000001	0	129
000010000010	0	130
000010000011	0	131
000010000100	0	132
000010000101	76	133
000010000110	74	134
000010000111	78	135
000010001000	0	136
000010001001	0	137
000010001010	0	138
000010001011	0	139
000010001100	328	140
000010001101	332	141
000010001110	330	142
000010001111	334	143
000010010000	0	144
000010010001	0	145
000010010010	0	146
000010010011	0	147
000010010100	0	148
000010010101	404	149
000010010110	404	150
000010010111	468	151
000010011000	0	152
000010011001	0	153
000010011010	0	154
000010011011	0	155
000010011100	390	156
000010011101	406	157
000010011110	454	158
000010011111	470	159
000010100000	0	160
000010100001	280	161
000010100010	328	162
000010100011	344	163
000010100100	392	164
000010100101	408	165
000010100110	456	166
000010100111	472	167
000010101000	28	168
000010101001	282	169
000010101010	330	170
000010101011	346	171
000010101100	394	172
000010101101	410	173
000010101110	458	174
000010101111	474	175
000010110000	0	176
000010110001	282	177
000010110010	332	178
000010110011	348	179
000010110100	396	180
000010110101	412	181
000010110110	460	182
000010110111	476	183
000010111000	30	184
000010111001	286	185
000010111010	334	186
000010111011	350	187
000010111100	398	188
000010111101	414	189
000010111110	462	190
000010111111	478	191
000011000000	0	192
000011000001	0	193
000011000010	0	194
000011000011	0	195
000011000100	74	196
000011000101	92	197
000011000110	90	198
000011000111	94	199
000011001000	0	200
000011001001	0	201
000011001010	0	202
000011001011	0	203
000011001100	344	204
000011001101	348	205
000011001110	346	206
000011001111	350	207
000011010000	0	208
000011010001	0	209
000011010010	0	210
000011010011	0	211
000011010100	390	212
000011010101	454	213
000011010110	406	214
000011010111	470	215
000011011000	0	216
000011011001	0	217
000011011010	0	218
000011011011	0	219
000011011100	856	220
000011011101	858	221
000011011110	858	222
000011011111	862	223
000011100000	74	224
000011100001	344	225
000011100010	390	226
000011100011	856	227
000011100100	904	228
000011100101	906	229
000011100110	908	230
000011100111	910	231
000011101000	92	232
000011101001	348	233
000011101010	454	234
000011101011	858	235
000011101100	906	236
000011101101	922	237
000011101110	924	238
000011101111	926	239
000011110000	90	240
000011110001	346	241
000011110010	406	242
000011110011	858	243
000011110100	908	244
000011110101	924	245
000011110110	972	246
000011110111	974	247
000011111000	94	248
000011111001	350	249
000011111010	470	250
000011111011	862	251
000011111100	910	252
000011111101	926	253
000011111110	974	254
000011111111	990	255
000100000000	0	256
000100000001	0	257
000100000010	0	258
000100000011	74	259
000100000100	0	260
000100000101	76	261
000100000110	0	262
000100000111	78	263
000100001000	0	264
000100001001	0	265
000100001010	328	266
000100001011	390	267
000100001100	392	268
000100001101	396	269
000100001110	394	270
000100001111	398	271
000100010000	0	272
000100010001	328	273
000100010010	280	274
000100010011	344	275
000100010100	392	276
000100010101	456	277
000100010110	408	278
000100010111	472	279
000100011000	74	280
000100011001	390	281
000100011010	344	282
000100011011	856	283
000100011100	904	284
000100011101	908	285
000100011110	906	286
000100011111	910	287
000100100000	0	288
000100100001	392	289
000100100010	392	290
000100100011	904	291
000100100100	2184	292
000100100101	2186	293
000100100110	2186	294
000100100111	2190	295
000100101000	76	296
000100101001	396	297
000100101010	456	298
000100101011	908	299
000100101100	2186	300
000100101101	2202	301
000100101110	2204	302
000100101111	2206	303
000100110000	0	304
000100110001	394	305
000100110010	408	306
000100110011	906	307
000100110100	2186	308
000100110101	2204	309
000100110110	2252	310
000100110111	2254	311
000100111000	78	312
000100111001	398	313
000100111010	472	314
000100111011	910	315
000100111100	2190	316
000100111101	2206	317
000100111110	2254	318
000100111111	2270	319
000101000000	0	320
000101000001	74	321
000101000010	0	322
000101000011	90	323
000101000100	0	324
000101000101	92	325
000101000110	0	326
000101000111	94	327
000101001000	76	328
000101001001	404	329
000101001010	332	330
000101001011	406	331
000101001100	408	332
000101001101	412	333
000101001110	410	334
000101001111	414	335
000101010000	28	336
000101010001	330	337
000101010010	282	338
000101010011	346	339
000101010100	394	340
000101010101	458	341
000101010110	410	342
000101010111	474	343
000101011000	92	344
000101011001	454	345
000101011010	348	346
000101011011	858	347
000101011100	906	348
000101011101	924	349
000101011110	922	350
000101011111	926	351
000101100000	76	352
000101100001	456	353
000101100010	396	354
000101100011	908	355
000101100100	2186	356
000101100101	2204	357
000101100110	2202	358
000101100111	2206	359
000101101000	204	360
000101101001	460	361
000101101010	460	362
000101101011	972	363
000101101100	2252	364
000101101101	2458	365
000101101110	2458	366
000101101111	2462	367
000101110000	92	368
000101110001	458	369
000101110010	412	370
000101110011	924	371
000101110100	2204	372
000101110101	2506	373
000101110110	2458	374
000101110111	2510	375
000101111000	206	376
000101111001	462	377
000101111010	476	378
000101111011	974	379
000101111100	2254	380
000101111101	2510	381
000101111110	2524	382
000101111111	2526	383
000110000000	0	384
000110000001	76	385
000110000010	28	386
000110000011	92	387
000110000100	76	388
000110000101	204	389
000110000110	92	390
000110000111	206	391
000110001000	74	392
000110001001	404	393
000110001010	330	394
000110001011	454	395
000110001100	456	396
000110001101	460	397
000110001110	458	398
000110001111	462	399
000110010000	0	400
000110010001	332	401
000110010010	282	402
000110010011	348	403
000110010100	396	404
000110010101	460	405
000110010110	412	406
000110010111	476	407
000110011000	90	408
000110011001	406	409
000110011010	346	410
000110011011	858	411
000110011100	908	412
000110011101	972	413
000110011110	924	414
000110011111	974	415
000110100000	0	416
000110100001	408	417
000110100010	394	418
000110100011	906	419
000110100100	2186	420
000110100101	2252	421
000110100110	2204	422
000110100111	2254	423
000110101000	92	424
000110101001	412	425
000110101010	458	426
000110101011	924	427
000110101100	2204	428
000110101101	2458	429
000110101110	2506	430
000110101111	2510	431
000110110000	0	432
000110110001	410	433
000110110010	410	434
000110110011	922	435
000110110100	2202	436
000110110101	2458	437
000110110110	2458	438
000110110111	2524	439
000110111000	94	440
000110111001	414	441
000110111010	474	442
000110111011	926	443
000110111100	2206	444
000110111101	2462	445
000110111110	2510	446
000110111111	2526	447
000111000000	14	448
000111000001	78	449
000111000010	30	450
000111000011	94	451
000111000100	78	452
000111000101	206	453
000111000110	94	454
000111000111	222	455
000111001000	78	456
000111001001	468	457
000111001010	334	458
000111001011	470	459
000111001100	472	460
000111001101	476	461
000111001110	474	462
000111001111	478	463
000111010000	30	464
000111010001	334	465
000111010010	286	466
000111010011	350	467
000111010100	398	468
000111010101	462	469
000111010110	414	470
000111010111	478	471
000111011000	94	472
000111011001	470	473
000111011010	350	474
000111011011	862	475
000111011100	910	476
000111011101	974	477
000111011110	926	478
000111011111	990	479
000111100000	78	480
000111100001	472	481
000111100010	398	482
000111100011	910	483
000111100100	2190	484
000111100101	2254	485
000111100110	2206	486
000111100111	2270	487
000111101000	206	488
000111101001	476	489
000111101010	462	490
000111101011	974	491
000111101100	2254	492
000111101101	2524	493
000111101110	2510	494
000111101111	2526	495
000111110000	94	496
000111110001	474	497
000111110010	414	498
000111110011	926	499
000111110100	2206	500
000111110101	2510	501
000111110110	2462	502
000111110111	2526	503
000111111000	222	504
000111111001	478	505
000111111010	478	506
000111111011	990	507
000111111100	2270	508
000111111101	2526	509
000111111110	2526	510
000111111111	3038	511
001000000000	0	512
001000000001	0	513
001000000010	0	514
001000000011	28	515
001000000100	0	516
001000000101	0	517
001000000110	0	518
001000000111	30	519
001000001000	0	520
001000001001	0	521
001000001010	280	522
001000001011	282	523
001000001100	0	524
001000001101	0	525
001000001110	282	526
001000001111	286	527
001000010000	0	528
001000010001	328	529
001000010010	392	530
001000010011	394	531
001000010100	0	532
001000010101	390	533
001000010110	396	534
001000010111	398	535
001000011000	76	536
001000011001	332	537
001000011010	408	538
001000011011	410	539
001000011100	404	540
001000011101	406	541
001000011110	412	542
001000011111	414	543
001000100000	0	544
001000100001	0	545
001000100010	328	546
001000100011	330	547
001000100100	0	548
001000100101	0	549
001000100110	332	550
001000100111	334	551
001000101000	0	552
001000101001	0	553
001000101010	344	554
001000101011	346	555
001000101100	0	556
001000101101	0	557
001000101110	348	558
001000101111	350	559
001000110000	74	560
001000110001	330	561
001000110010	456	562
001000110011	458	563
001000110100	404	564
001000110101	454	565
001000110110	460	566
001000110111	462	567
001000111000	78	568
001000111001	334	569
001000111010	472	570
001000111011	474	571
001000111100	468	572
001000111101	470	573
001000111110	476	574
001000111111	478	575
001001000000	0	576
001001000001	280	577
001001000010	0	578
001001000011	282	579
001001000100	0	580
001001000101	282	581
001001000110	0	582
001001000111	286	583
001001001000	2184	584
001001001001	4370	585
001001001010	4370	586
001001001011	4374	587
001001001100	4370	588
001001001101	4374	589
001001001110	4374	590
001001001111	4382	591
001001010000	392	592
001001010001	4418	593
001001010010	4420	594
001001010011	4422	595
001001010100	4424	596
001001010101	4426	597
001001010110	4428	598
001001010111	4430	599
001001011000	2186	600
001001011001	4434	601
001001011010	4436	602
001001011011	4438	603
001001011100	4440	604
001001011101	4442	605
001001011110	4444	606
001001011111	4446	607
001001100000	392	608
001001100001	4418	609
001001100010	4424	610
001001100011	4426	611
001001100100	4420	612
001001100101	4422	613
001001100110	4428	614
001001100111	4430	615
001001101000	2186	616
001001101001	4434	617
001001101010	4440	618
001001101011	4442	619
001001101100	4436	620
001001101101	4438	621
001001101110	4444	622
001001101111	4446	623
001001110000	904	624
001001110001	4546	625
001001110010	4548	626
001001110011	4550	627
001001110100	4548	628
001001110101	4550	629
001001110110	4556	630
001001110111	4558	631
001001111000	2190	632
001001111001	4562	633
001001111010	4564	634
001001111011	4566	635
001001111100	4564	636
001001111101	4566	637
001001111110	4572	638
001001111111	4574	639
001010000000	0	640
001010000001	392	641
001010000010	328	642
001010000011	394	643
001010000100	0	644
001010000101	396	645
001010000110	390	646
001010000111	398	647
001010001000	392	648
001010001001	4420	649
001010001010	4418	650
001010001011	4422	651
001010001100	4424	652
001010001101	4428	653
001010001110	4426	654
001010001111	4430	655
001010010000	0	656
001010010001	4424	657
001010010010	4424	658
001010010011	4678	659
001010010100	0	660
001010010101	4682	661
001010010110	4682	662
001010010111	4686	663
001010011000	396	664
001010011001	4428	665
001010011010	4692	666
001010011011	4694	667
001010011100	4682	668
001010011101	4698	669
001010011110	4700	670
001010011111	4702	671
001010100000	328	672
001010100001	4418	673
001010100010	4740	674
001010100011	4742	675
001010100100	4424	676
001010100101	4692	677
001010100110	4748	678
001010100111	4750	679
001010101000	394	680
001010101001	4422	681
001010101010	4742	682
001010101011	4758	683
001010101100	4678	684
001010101101	4694	685
001010101110	4764	686
001010101111	4766	687
001010110000	390	688
001010110001	4426	689
001010110010	4748	690
001010110011	4764	691
001010110100	4682	692
001010110101	4700	693
001010110110	4812	694
001010110111	4814	695
001010111000	398	696
001010111001	4430	697
001010111010	4750	698
001010111011	4766	699
001010111100	4686	700
001010111101	4702	701
001010111110	4814	702
001010111111	4830	703
001011000000	76	704
001011000001	408	705
001011000010	332	706
001011000011	410	707
001011000100	404	708
001011000101	412	709
001011000110	406	710
001011000111	414	711
001011001000	2186	712
001011001001	4436	713
001011001010	4434	714
001011001011	4438	715
001011001100	4440	716
001011001101	4444	717
001011001110	4442	718
001011001111	4446	719
001011010000	396	720
001011010001	4692	721
001011010010	4428	722
001011010011	4694	723
001011010100	4682	724
001011010101	4700	725
001011010110	4698	726
001011010111	4702	727
001011011000	2202	728
001011011001	4946	729
001011011010	4946	730
001011011011	4950	731
001011011100	4952	732
001011011101	4954	733
001011011110	4954	734
001011011111	4958	735
001011100000	456	736
001011100001	4994	737
001011100010	4748	738
001011100011	4998	739
001011100100	4548	740
001011100101	5002	741
001011100110	5004	742
001011100111	5006	743
001011101000	2204	744
001011101001	5010	745
001011101010	5012	746
001011101011	5014	747
001011101100	5016	748
001011101101	5018	749
001011101110	5020	750
001011101111	5022	751
001011110000	908	752
001011110001	5058	753
001011110010	5004	754
001011110011	5062	755
001011110100	5064	756
001011110101	5066	757
001011110110	5068	758
001011110111	5070	759
001011111000	2206	760
001011111001	5074	761
001011111010	5076	762
001011111011	5078	763
001011111100	5080	764
001011111101	5082	765
001011111110	5084	766
001011111111	5086	767
001100000000	0	768
001100000001	328	769
001100000010	0	770
001100000011	330	771
001100000100	0	772
001100000101	332	773
001100000110	0	774
001100000111	334	775
001100001000	392	776
001100001001	4424	777
001100001010	4418	778
001100001011	4426	779
001100001100	4420	780
001100001101	4428	781
001100001110	4422	782
001100001111	4430	783
001100010000	328	784
001100010001	4740	785
001100010010	4418	786
001100010011	4742	787
001100010100	4424	788
001100010101	4748	789
001100010110	4692	790
001100010111	4750	791
001100011000	456	792
001100011001	4748	793
001100011010	4994	794
001100011011	4998	795
001100011100	4548	796
001100011101	5004	797
001100011110	5002	798
001100011111	5006	799
001100100000	280	800
001100100001	4418	801
001100100010	4418	802
001100100011	4546	803
001100100100	4370	804
001100100101	4434	805
001100100110	4434	806
001100100111	4562	807
001100101000	408	808
001100101001	4692	809
001100101010	4994	810
001100101011	5058	811
001100101100	4436	812
001100101101	4946	813
001100101110	5010	814
001100101111	5074	815
001100110000	344	816
001100110001	4742	817
001100110010	4994	818
001100110011	6342	819
001100110100	4440	820
001100110101	5012	821
001100110110	6348	822
001100110111	6350	823
001100111000	472	824
001100111001	4750	825
001100111010	6356	826
001100111011	6358	827
001100111100	4564	828
001100111101	5076	829
001100111110	6364	830
001100111111	6366	831
001101000000	0	832
001101000001	344	833
001101000010	0	834
001101000011	346	835
001101000100	0	836
001101000101	348	837
001101000110	0	838
001101000111	350	839
001101001000	2186	840
001101001001	4440	841
001101001010	4434	842
001101001011	4442	843
001101001100	4436	844
001101001101	4444	845
001101001110	4438	846
001101001111	4446	847
001101010000	394	848
001101010001	4742	849
001101010010	4422	850
001101010011	4758	851
001101010100	4678	852
001101010101	4764	853
001101010110	4694	854
001101010111	4766	855
001101011000	2204	856
001101011001	5012	857
001101011010	5010	858
001101011011	5014	859
001101011100	5016	860
001101011101	5020	861
001101011110	5018	862
001101011111	5022	863
001101100000	408	864
001101100001	4994	865
001101100010	4692	866
001101100011	5058	867
001101100100	4436	868
001101100101	5010	869
001101100110	4946	870
001101100111	5074	871
001101101000	2252	872
001101101001	6348	873
001101101010	6348	874
001101101011	6550	875
001101101100	6552	876
001101101101	6554	877
001101101110	6554	878
001101101111	6558	879
001101110000	906	880
001101110001	6342	881
001101110010	5002	882
001101110011	6598	883
001101110100	5016	884
001101110101	6602	885
001101110110	6604	886
001101110111	6606	887
001101111000	2254	888
001101111001	6350	889
001101111010	6364	890
001101111011	6614	891
001101111100	6616	892
001101111101	6618	893
001101111110	6620	894
001101111111	6622	895
001110000000	74	896
001110000001	456	897
001110000010	330	898
001110000011	458	899
001110000100	404	900
001110000101	460	901
001110000110	454	902
001110000111	462	903
001110001000	904	904
001110001001	4548	905
001110001010	4546	906
001110001011	4550	907
001110001100	4548	908
001110001101	4556	909
001110001110	4550	910
001110001111	4558	911
001110010000	390	912
001110010001	4748	913
001110010010	4426	914
001110010011	4764	915
001110010100	4682	916
001110010101	4812	917
001110010110	4700	918
001110010111	4814	919
001110011000	908	920
001110011001	5004	921
001110011010	5058	922
001110011011	5062	923
001110011100	5064	924
001110011101	5068	925
001110011110	5066	926
001110011111	5070	927
001110100000	344	928
001110100001	4994	929
001110100010	4742	930
001110100011	6342	931
001110100100	4440	932
001110100101	6348	933
001110100110	5012	934
001110100111	6350	935
001110101000	906	936
001110101001	5002	937
001110101010	6342	938
001110101011	6598	939
001110101100	5016	940
001110101101	6604	941
001110101110	6602	942
001110101111	6606	943
001110110000	856	944
001110110001	4998	945
001110110010	4998	946
001110110011	6854	947
001110110100	4952	948
001110110101	6858	949
001110110110	6858	950
001110110111	6862	951
001110111000	910	952
001110111001	5006	953
001110111010	6358	954
001110111011	6870	955
001110111100	5080	956
001110111101	6874	957
001110111110	6876	958
001110111111	6878	959
001111000000	78	960
001111000001	472	961
001111000010	334	962
001111000011	474	963
001111000100	468	964
001111000101	476	965
001111000110	470	966
001111000111	478	967
001111001000	2190	968
001111001001	4564	969
001111001010	4562	970
001111001011	4566	971
001111001100	4564	972
001111001101	4572	973
001111001110	4566	974
001111001111	4574	975
001111010000	398	976
001111010001	4750	977
001111010010	4430	978
001111010011	4766	979
001111010100	4686	980
001111010101	4814	981
001111010110	4702	982
001111010111	4830	983
001111011000	2206	984
001111011001	5076	985
001111011010	5074	986
001111011011	5078	987
001111011100	5080	988
001111011101	5084	989
001111011110	5082	990
001111011111	5086	991
001111100000	472	992
001111100001	6356	993
001111100010	4750	994
001111100011	6358	995
001111100100	4564	996
001111100101	6364	997
001111100110	5076	998
001111100111	6366	999
001111101000	2254	1000
001111101001	6364	1001
001111101010	6350	1002
001111101011	6614	1003
001111101100	6616	1004
001111101101	6620	1005
001111101110	6618	1006
001111101111	6622	1007
001111110000	910	1008
001111110001	6358	1009
001111110010	5006	1010
001111110011	6870	1011
001111110100	5080	1012
001111110101	6876	1013
001111110110	6874	1014
001111110111	6878	1015
001111111000	2270	1016
001111111001	6366	1017
001111111010	6366	1018
001111111011	7126	1019
001111111100	7128	1020
001111111101	7130	1021
001111111110	7130	1022
001111111111	7134	1023
010000000000	0	1024
010000000001	0	1025
010000000010	0	1026
010000000011	76	1027
010000000100	0	1028
010000000101	0	1029
010000000110	74	1030
010000000111	78	1031
010000001000	0	1032
010000001001	0	1033
010000001010	328	1034
010000001011	332	1035
010000001100	0	1036
010000001101	0	1037
010000001110	330	1038
010000001111	334	1039
010000010000	0	1040
010000010001	280	1041
010000010010	392	1042
010000010011	408	1043
010000010100	328	1044
010000010101	344	1045
010000010110	456	1046
010000010111	472	1047
010000011000	28	1048
010000011001	282	1049
010000011010	394	1050
010000011011	410	1051
010000011100	330	1052
010000011101	346	1053
010000011110	458	1054
010000011111	474	1055
010000100000	0	1056
010000100001	0	1057
010000100010	0	1058
010000100011	404	1059
010000100100	0	1060
010000100101	0	1061
010000100110	404	1062
010000100111	468	1063
010000101000	0	1064
010000101001	0	1065
010000101010	390	1066
010000101011	406	1067
010000101100	0	1068
010000101101	0	1069
010000101110	454	1070
010000101111	470	1071
010000110000	0	1072
010000110001	282	1073
010000110010	396	1074
010000110011	412	1075
010000110100	332	1076
010000110101	348	1077
010000110110	460	1078
010000110111	476	1079
010000111000	30	1080
010000111001	286	1081
010000111010	398	1082
010000111011	414	1083
010000111100	334	1084
010000111101	350	1085
010000111110	462	1086
010000111111	478	1087
010001000000	0	1088
010001000001	392	1089
010001000010	0	1090
010001000011	396	1091
010001000100	328	1092
010001000101	394	1093
010001000110	390	1094
010001000111	398	1095
010001001000	392	1096
010001001001	4420	1097
010001001010	4424	1098
010001001011	4428	1099
010001001100	4418	1100
010001001101	4422	1101
010001001110	4426	1102
010001001111	4430	1103
010001010000	328	1104
010001010001	4418	1105
010001010010	4424	1106
010001010011	4692	1107
010001010100	4740	1108
010001010101	4742	1109
010001010110	4748	1110
010001010111	4750	1111
010001011000	394	1112
010001011001	4422	1113
010001011010	4678	1114
010001011011	4694	1115
010001011100	4742	1116
010001011101	4758	1117
010001011110	4764	1118
010001011111	4766	1119
010001100000	0	1120
010001100001	4424	1121
010001100010	0	1122
010001100011	4682	1123
010001100100	4424	1124
010001100101	4678	1125
010001100110	4682	1126
010001100111	4686	1127
010001101000	396	1128
010001101001	4428	1129
010001101010	4682	1130
010001101011	4698	1131
010001101100	4692	1132
010001101101	4694	1133
010001101110	4700	1134
010001101111	4702	1135
010001110000	390	1136
010001110001	4426	1137
010001110010	4682	1138
010001110011	4700	1139
010001110100	4748	1140
010001110101	4764	1141
010001110110	4812	1142
010001110111	4814	1143
010001111000	398	1144
010001111001	4430	1145
010001111010	4686	1146
010001111011	4702	1147
010001111100	4750	1148
010001111101	4766	1149
010001111110	4814	1150
010001111111	4830	1151
010010000000	0	1152
010010000001	2184	1153
010010000010	392	1154
010010000011	2186	1155
010010000100	392	1156
010010000101	2186	1157
010010000110	904	1158
010010000111	2190	1159
010010001000	280	1160
010010001001	4370	1161
010010001010	4418	1162
010010001011	4434	1163
010010001100	4418	1164
010010001101	4434	1165
010010001110	4546	1166
010010001111	4562	1167
010010010000	0	1168
010010010001	4370	1169
010010010010	4420	1170
010010010011	4436	1171
010010010100	4424	1172
010010010101	4440	1173
010010010110	4548	1174
010010010111	4564	1175
010010011000	282	1176
010010011001	4374	1177
010010011010	4422	1178
010010011011	4438	1179
010010011100	4426	1180
010010011101	4442	1181
010010011110	4550	1182
010010011111	4566	1183
010010100000	0	1184
010010100001	4370	1185
010010100010	4424	1186
010010100011	4440	1187
010010100100	4420	1188
010010100101	4436	1189
010010100110	4548	1190
010010100111	4564	1191
010010101000	282	1192
010010101001	4374	1193
010010101010	4426	1194
010010101011	4442	1195
010010101100	4422	1196
010010101101	4438	1197
010010101110	4550	1198
010010101111	4566	1199
010010110000	0	1200
010010110001	4374	1201
010010110010	4428	1202
010010110011	4444	1203
010010110100	4428	1204
010010110101	4444	1205
010010110110	4556	1206
010010110111	4572	1207
010010111000	286	1208
010010111001	4382	1209
010010111010	4430	1210
010010111011	4446	1211
010010111100	4430	1212
010010111101	4446	1213
010010111110	4558	1214
010010111111	4574	1215
010011000000	76	1216
010011000001	2186	1217
010011000010	396	1218
010011000011	2202	1219
010011000100	456	1220
010011000101	2204	1221
010011000110	908	1222
010011000111	2206	1223
010011001000	408	1224
010011001001	4436	1225
010011001010	4692	1226
010011001011	4946	1227
010011001100	4994	1228
010011001101	5010	1229
010011001110	5058	1230
010011001111	5074	1231
010011010000	332	1232
010011010001	4434	1233
010011010010	4428	1234
010011010011	4946	1235
010011010100	4748	1236
010011010101	5012	1237
010011010110	5004	1238
010011010111	5076	1239
010011011000	410	1240
010011011001	4438	1241
010011011010	4694	1242
010011011011	4950	1243
010011011100	4998	1244
010011011101	5014	1245
010011011110	5062	1246
010011011111	5078	1247
010011100000	404	1248
010011100001	4440	1249
010011100010	4682	1250
010011100011	4952	1251
010011100100	4548	1252
010011100101	5016	1253
010011100110	5064	1254
010011100111	5080	1255
010011101000	412	1256
010011101001	4444	1257
010011101010	4700	1258
010011101011	4954	1259
010011101100	5002	1260
010011101101	5018	1261
010011101110	5066	1262
010011101111	5082	1263
010011110000	406	1264
010011110001	4442	1265
010011110010	4698	1266
010011110011	4954	1267
010011110100	5004	1268
010011110101	5020	1269
010011110110	5068	1270
010011110111	5084	1271
010011111000	414	1272
010011111001	4446	1273
010011111010	4702	1274
010011111011	4958	1275
010011111100	5006	1276
010011111101	5022	1277
010011111110	5070	1278
010011111111	5086	1279
010100000000	0	1280
010100000001	392	1281
010100000010	328	1282
010100000011	456	1283
010100000100	280	1284
010100000101	408	1285
010100000110	344	1286
010100000111	472	1287
010100001000	328	1288
010100001001	4424	1289
010100001010	4740	1290
010100001011	4748	1291
010100001100	4418	1292
010100001101	4692	1293
010100001110	4742	1294
010100001111	4750	1295
010100010000	0	1296
010100010001	4418	1297
010100010010	4418	1298
010100010011	4994	1299
010100010100	4418	1300
010100010101	4994	1301
010100010110	4994	1302
010100010111	6356	1303
010100011000	330	1304
010100011001	4426	1305
010100011010	4742	1306
010100011011	4998	1307
010100011100	4546	1308
010100011101	5058	1309
010100011110	6342	1310
010100011111	6358	1311
010100100000	0	1312
010100100001	4420	1313
010100100010	4424	1314
010100100011	4548	1315
010100100100	4370	1316
010100100101	4436	1317
010100100110	4440	1318
010100100111	4564	1319
010100101000	332	1320
010100101001	4428	1321
010100101010	4748	1322
010100101011	5004	1323
010100101100	4434	1324
010100101101	4946	1325
010100101110	5012	1326
010100101111	5076	1327
010100110000	0	1328
010100110001	4422	1329
010100110010	4692	1330
010100110011	5002	1331
010100110100	4434	1332
010100110101	5010	1333
010100110110	6348	1334
010100110111	6364	1335
010100111000	334	1336
010100111001	4430	1337
010100111010	4750	1338
010100111011	5006	1339
010100111100	4562	1340
010100111101	5074	1341
010100111110	6350	1342
010100111111	6366	1343
010101000000	74	1344
010101000001	904	1345
010101000010	390	1346
010101000011	908	1347
010101000100	344	1348
010101000101	906	1349
010101000110	856	1350
010101000111	910	1351
010101001000	456	1352
010101001001	4548	1353
010101001010	4748	1354
010101001011	5004	1355
010101001100	4994	1356
010101001101	5002	1357
010101001110	4998	1358
010101001111	5006	1359
010101010000	330	1360
010101010001	4546	1361
010101010010	4426	1362
010101010011	5058	1363
010101010100	4742	1364
010101010101	6342	1365
010101010110	4998	1366
010101010111	6358	1367
010101011000	458	1368
010101011001	4550	1369
010101011010	4764	1370
010101011011	5062	1371
010101011100	6342	1372
010101011101	6598	1373
010101011110	6854	1374
010101011111	6870	1375
010101100000	404	1376
010101100001	4548	1377
010101100010	4682	1378
010101100011	5064	1379
010101100100	4440	1380
010101100101	5016	1381
010101100110	4952	1382
010101100111	5080	1383
010101101000	460	1384
010101101001	4556	1385
010101101010	4812	1386
010101101011	5068	1387
010101101100	6348	1388
010101101101	6604	1389
010101101110	6858	1390
010101101111	6874	1391
010101110000	454	1392
010101110001	4550	1393
010101110010	4700	1394
010101110011	5066	1395
010101110100	5012	1396
010101110101	6602	1397
010101110110	6858	1398
010101110111	6876	1399
010101111000	462	1400
010101111001	4558	1401
010101111010	4814	1402
010101111011	5070	1403
010101111100	6350	1404
010101111101	6606	1405
010101111110	6862	1406
010101111111	6878	1407
010110000000	0	1408
010110000001	2186	1409
010110000010	394	1410
010110000011	2204	1411
010110000100	408	1412
010110000101	2252	1413
010110000110	906	1414
010110000111	2254	1415
010110001000	344	1416
010110001001	4440	1417
010110001010	4742	1418
010110001011	5012	1419
010110001100	4994	1420
010110001101	6348	1421
010110001110	6342	1422
010110001111	6350	1423
010110010000	0	1424
010110010001	4434	1425
010110010010	4422	1426
010110010011	5010	1427
010110010100	4692	1428
010110010101	6348	1429
